id,name,material_type_concatenated,surface_type,transparency_type,from_orton_cone,to_orton_cone,SiO2_percent_mol,Al2O3_percent_mol,B2O3_percent_mol,Li2O_percent_mol,K2O_percent_mol,Na2O_percent_mol,KNaO_percent_mol,BeO_percent_mol,MgO_percent_mol,CaO_percent_mol,SrO_percent_mol,BaO_percent_mol,ZnO_percent_mol,PbO_percent_mol,P2O5_percent_mol,F_percent_mol,V2O5_percent_mol,Cr2O3_percent_mol,MnO_percent_mol,MnO2_percent_mol,FeO_percent_mol,Fe2O3_percent_mol,CoO_percent_mol,NiO_percent_mol,CuO_percent_mol,Cu2O_percent_mol,CdO_percent_mol,TiO2_percent_mol,ZrO_percent_mol,ZrO2_percent_mol,SnO2_percent_mol
12334,Ferguson Yellow High Fire Glaze Base,Glaze,,,9,10,51.6836,12.8027,0,0,1.8066,3.8736,5.6802,0,6.0759,19.211,0,0,0,0,1.6423,0,0,0,0,0,0,0.5875,0,0,0,0,0,0.0776,0,0,2.2392
12335,Hayden's Red High Fire Glaze Base,Glaze,Glossy,,9,10,52.2109,11.9884,0,0,3.6715,1.6928,5.3643,0,5.9594,18.316,0,0,0,0,1.6593,0,0,0,0,0,0,2.1513,0,0,0,0,0,0.0806,0,0,2.2698
12336,Homegrown Blue High Fire Glaze Base,Glaze,Glossy,,9,10,64.2471,9.0018,0,0.363,5.1906,0.6364,5.827,0,2.4927,8.4947,0,0,6.9773,0,0.0017,0,0,0,0.0004,0,0,0.1155,0,0,0,0,0,0.1424,0,0,2.3363
12337,Kaki High Fire Glaze Base,Glaze,Glossy,,9,10,67.6294,6.9471,0,0,3.4017,1.5744,4.9761,0,3.0552,11.2385,0,0,0,0,1.9451,0,0,0,0,0,0,4.1839,0,0,0,0,0,0.0247,0,0,0
12338,MGO Satin White High Fire Glaze Base,Glaze,Satin,,9,10,59.0737,10.3606,0,0,1.2171,2.8527,4.0698,0,13.4213,11.0388,0,0,0,0,0.0265,0,0,0,0,0,0,0.1089,0,0,0,0,0,0.0689,0,0,1.8314
12339,O'Riley's White High Fire Glaze,Glaze,,,9,10,64.2332,8.41,0,0,4.0192,2.1036,6.1228,0,3.3113,9.9827,0.4483,0,5.5156,0,0.0076,0,0,0,0,0,0,0.0879,0,0,0,0,0,0.0198,0,1.8609,0
12340,VCU Celadon High Fire Glaze Base,Glaze,Glossy,,9,10,72.7921,8.6784,0,0,2.1421,0.9683,3.1104,0,0.0378,14.1744,0,0,0,0,0.027,0,0,0,0,0,0,1.1097,0,0,0,0,0,0.0702,0,0,0
12341,Panama Red High Fire Glaze Base,Glaze,Glossy,,9,10,64.1364,6.655,3.1423,0,3.7401,2.2151,5.9552,0,4.1334,8.5317,2.2836,0,2.5735,0,0.0096,0,0,0,0,0,0,0.0523,0,0,1.117,0,0,0.0202,0,0,1.3898
12342,Paprika High Fire Glaze Base,Glaze,Glossy,,9,10,55.5642,14.8127,0,3.4599,3.3384,0.7901,4.1284,0,7.8042,11.7338,0,0,0,0,0.0506,0,0,0,0.0039,0,0,0.1078,0,0,0,0,0,0.0911,0,0,2.2431
12343,Rutile Blue High Fire Glaze Base,Glaze,Glossy - Semi,,9,10,71.58,8.7991,0,0,2.5601,1.1597,3.7198,0,3.4216,12.3142,0,0,0,0,0.0243,0,0,0,0,0,0,0.0779,0,0,0,0,0,0.0631,0,0,0
12344,Satin Saturate High Fire Glaze Base,Glaze,Satin - Matte,,9,10,71.2358,8.2706,0,0,3.1231,0.4065,3.5296,0,0.1752,15.5138,0,0,0,0,0,0,0,0,0,0,0,1.0711,0,0,0,0,0,0.2039,0,0,0
12345,Shaner's Oribe High Fire Glaze Base,Glaze,Glossy,,9,10,65.6597,6.9728,0,0,2.309,1.1034,3.4124,0,4.0051,16.5274,0,0,0,0,0.2323,0,0,0,0,0,0,0.1026,0,0,3.0401,0,0,0.0476,0,0,0
12346,Starry Night High Fire Glaze Base,Glaze,,,9,10,69.5148,5.5762,2.4328,0,3.241,1.8726,5.1136,0,3.9873,7.6551,1.6068,0,1.5037,0,0.0068,0,0,0,0,0,0,0.8966,0.4535,0,0,0,0,0.0141,0,0,1.2388
12347,Temmoku High Fire Glaze Base,Glaze,Glossy,,9,10,71.4215,7.9929,0,0,3.2425,1.5329,4.7755,0,0.0857,11.6059,0,0,0,0,0.0135,0,0,0,0,0,0,4.0699,0,0,0,0,0,0.0351,0,0,0
12348,White Shino High Fire Glaze Base,Glaze,,,9,10,67.7561,15.8974,0,2.6704,2.3044,10.0544,12.3588,0,0.2118,0.7318,0,0,0,0,0.0126,0,0,0,0.003,0,0,0.1312,0,0,0,0,0,0.227,0,0,0
12350,VC Black High Fire Glaze Base,Glaze,Matte - Smooth,,9,10,65.2133,6.93,0,0,2.7379,1.7046,4.4425,0,11.8321,7.8255,0,0,0,0,0,0,0,0,0,0.6647,0,1.2705,1.6773,0,0,0,0,0.1441,0,0,0
12352,Narnia Closet Mystery Crystal High Fire Glaze Base,Glaze,,,9,10,61.9711,7.4094,4.0173,0,2.7796,1.951,4.7305,0,9.1137,11.9429,0,0,0,0,0.0073,0,0,0,0,0,0,0.1138,0.4716,0,0,0,0,0.2223,0,0,0
12353,Plain Yellow Salt High Fire Glaze Base updated 8-2019,"White, Off-White",Matte,,9,10,56.9642,12.1211,0,0,2.4683,7.9519,10.4202,0,7.4049,7.6502,0,0,0,0,0,0,0,0,0,0,0,0.0771,0,0,0,0,0,0.0555,0,5.3069,0
12354,Yellow Salt Green Mint High Fire Glaze Base,Glaze,,,9,10,54.9205,11.4382,0,0,2.3853,7.6796,10.0649,0,8.2481,8.5286,0,0,0,0,0,0,0,0,0,0,0,0.0447,0,0,0.4575,0,0,0.0476,0,6.2499,0
12355,Yellow Salt Medium Green High Fire Glaze Base,Glaze,,,9,10,54.1769,11.2834,0,0,2.3531,7.5756,9.9286,0,8.1364,8.4131,0,0,0,0,0,0,0,0,0,0,0,0.0441,0,0,1.8053,0,0,0.0469,0,6.1653,0
12357,Sam Chung Satin High Fire Glaze Base,Glaze,Satin,,9,10,56.4617,13.9458,0,0,2.2258,5.7648,7.9906,0,0.0419,11.8444,0,2.7416,6.6506,0,0,0,0,0,0,0,0,0.015,0,0,0.3085,0,0,0,0,0,0
12373,Variegated Slate Blue,Glaze,Glossy,Translucent,6,6,60.4155,9.4545,3.9664,0,0.1323,1.5662,1.6985,0,0.0669,17.7638,0,0,0,0,0,0,0,0,0,0,0,0.2554,0.7698,0,1.482,0,0,4.1271,0,0,0
12385,WWW 237 M1 (variation),Yellow,Glossy,Opaque,5,6,61.0574,9.9896,2.5103,0,4.2423,1.301,5.5433,0,8.0632,7.5991,0,0,0,0,0.0233,0,0,0,0,0,0.0299,0.2835,0,0,0,0,0,3.6369,0,0,1.2635
12393,Antique White,Glaze,,,,6,58.6348,9.1868,6.6724,0,1.5235,5.771,7.2945,0,1.6676,12.16,0,0,0,0,0.0227,0,0,0,0,0,0,0.4936,0,0,0,0,0,0.0491,0,0,3.8185
12439,Folk Art Guild White,"White, Off-White",Glossy - Semi,Opaque,5,6,58.5818,8.3463,3.845,1.7263,0.5631,3.2192,3.7823,0,6.3958,10.8359,0,0,0,0,0.0212,0,0,0,0,0,0,0.8542,0,0,0,0,0,0.0552,0,0,5.5558
12440,Folk Art Guild White (variation),"White, Off-White",Glossy - Semi,Opaque,5,6,57.2913,8.9283,3.8647,1.7352,0.6257,3.8507,4.4764,0,6.4576,10.7238,0,0,0,0,0.0214,0,0,0,0,0,0,0.8615,0,0,0,0,0,0.0555,0,0,5.5843
12445,Harris #17 Tam (Ball Clay) (variation),"Iron - Kaki, Tomato Red",Matte - Smooth,Opaque,5,5,56.8548,6.0722,2.4479,0,0.1134,4.4662,4.5795,0,10.5548,13.2239,0,0,0,0,2.0835,0,0,0,0,0,0,4.0351,0,0,0,0,0,0.1482,0,0,0
12465,Base clear - semi gloss 2 (variation),Clear,Glossy - Semi,Semi-opaque,5,6,56.068,10.5828,5.6017,0,1.4752,6.93,8.4052,0,0.0776,19.1876,0,0,0,0,0.0099,0,0,0,0,0,0,0.0416,0,0,0,0,0,0.0257,0,0,0
12466,Malachite (Silverman),Green - Chrome,,,9,10,64.5275,9.3833,0,4.3502,4.6921,2.2066,6.8987,0,0.0918,1.8751,0,10.5047,0,0,0.0088,0,0,0.3149,0,0,0,0.0854,0,0,1.9368,0,0,0.0228,0,0,0
12467,Shaner's Oribe,Green - Oribe,Glossy,Translucent,9,10,64.9306,6.7784,0,0,2.2441,1.077,3.3211,0,4.2098,15.8026,0,0,0,0,0.2149,0,0,0,0,0,0,0.0822,0,0,4.6205,0,0,0.0398,0,0,0
12561,Red Shino,Shino - Carbon Trap,Glossy,Opaque,10,11,63.7443,16.5173,0,0.5192,2.3545,15.0968,17.4513,0,0.485,0.6686,0,0,0,0,0.0084,0,0,0,0,0,0,0.3818,0,0,0,0,0,0.2241,0,0,0
12563,Base Ema,"White, Off-White",Satin,Semi-opaque,4,6,70.7007,7.6366,0,0,4.3314,0.0253,4.3567,0,2.9392,13.9046,0,0,0,0,0,0,0,0,0,0,0,0.2065,0,0,0,0,0,0.2556,0,0,0
12564,Ema / Reflejos Árticos,Clear,Satin,Translucent,4,6,68.9438,6.5397,2.1051,0,2.624,2.0214,4.6453,0,2.6239,14.7206,0,0,0,0,0,0,0,0,0,0,0,0.1915,0,0,0,0,0,0.2299,0,0,0
12565,Ema - Saturado de Hierro,Iron - Tea Dust,Satin,Opaque,4,6,67.8205,7.3255,0,0,4.155,0.0243,4.1793,0,2.8195,13.3382,0,0,0,0,0,0,0,0,0,0,0,4.2718,0,0,0,0,0,0.2452,0,0,0
12566,Ema - Cielo de Lucila,Blue - Nickel,Glossy - Semi,Semi-opaque,4,6,61.6719,6.6614,0,0,3.7783,0.0221,3.8004,0,2.5639,12.1289,0,0,7.6506,0,0,0,0,0,0,0,0,0.1802,0.3879,0.8337,0,0,0,4.1213,0,0,0
12575,Sunny Yellow,Yellow,Satin,Opaque,5 &#189;,6,47.1674,10.3685,6.6994,0,1.8917,6.7834,8.675,0,5.7877,10.6176,0,0,0,0,0.0122,0,0,0,0,0,0,0.3993,0,0,0,0,0,5.2519,0,0,5.0209
12580,Reddish oil spot,Iron - Oil Spot,Glossy,,9,11,71.1633,9.0032,0,0,4.1128,3.0381,7.1509,0,4.7456,4.5,0,0,0,0,0.7868,0,0,0,0,0,0,2.5818,0,0,0,0,0,0.0683,0,0,0
12658,Fake Old Chinese Celadon,Green - Copper,Satin - Matte,Semi-opaque,5,6,59.7042,10.4123,0,0,7.7951,0.0079,7.8031,0,13.5549,7.8602,0,0,0,0,0.0132,0,0,0,0,0,0,0.0343,0,0,0.5834,0,0,0.0343,0,0,0
12659,Crystal Emerald Blue,Blue - Cobalt,Glossy,Translucent,5,6,65.5504,6.1102,0,9.4786,0.0276,3.3598,3.3874,0,0.0193,15.098,0,0,0,0,0.0138,0,0,0,0,0,0,0.0359,0.2706,0,0,0,0,0.0359,0,0,0
12697,Etch Black,Black - Slip-Based,Glossy - Semi,Opaque,9,10,68.6878,10.985,0,0,4.1002,2.7999,6.9001,0,4.8483,5.3849,0,0,0,0,0.0358,0,0,0.2312,0,0,0,1.4252,1.3133,0,0,0,0,0.1885,0,0,0
12706,Dolomite White,"White, Off-White",Satin,Opaque,6,7,57.4678,11.6651,0,0,8.5383,0,8.5383,0,4.3064,13.8171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2054
12723,rutile ash,Specialty,Matte - Semi,,5,10,5.9742,0.2183,8.5491,0,16.1448,3.1113,19.2561,0,19.7079,25.0244,0,0,0,0,5.2201,0,0,0,1.6571,0,0,0.9573,0,0,0,0,0,13.4355,0,0,0
12732,MC6G Raspberry,Glaze,Glossy,Semi-opaque,6,6,65.6797,5.7978,3.1555,0,0.7146,3.59,4.3046,0,0.1205,17.2316,0,0,0,0,0,0,0,0.0894,0,0,0,0.0857,0,0,0,0,0,0.1531,0,0,3.3821
12739,Licorice,Glaze,Glossy,Opaque,5,7,65.5098,6.8119,4.0862,0,1.3663,2.713,4.0793,0,3.0158,12.506,0,0,0,0,0.0226,0,0,0,0,0,0,3.3919,0.5179,0,0,0,0,0.0587,0,0,0
12750,WWW 332,Blue - Barium,Matte,Opaque,6,6,61.7956,11.9265,0,2.9438,2.3332,7.429,9.7622,0,0.1534,0.6107,0,10.9361,0,0,0,0,0,0,0,0,0,0.0612,0,0,1.7475,0,0,0.0631,0,0,0
12751,Cream breaking brown  WWW 264,Glaze,Glossy,,6,6,62.2142,5.172,5.776,0,5.087,0.9685,6.0556,0,1.3027,11.3315,1.3862,0,0,0,0.0105,0,0,0,0,0,0,0.8491,0,0,0,0,0,0.0188,0,0,5.8833
12778,SL Temmoku,Iron - Tenmoku,Glossy,Semi-opaque,5,7,65.449,8.0438,3.9554,0,1.4478,5.0395,6.4873,0,1.0107,10.7863,0,0,0,0,0.0072,0,0,0,0,0,0,4.1618,0,0,0,0,0,0.0986,0,0,0
12788,Red Green,Glaze,,Transparent,6,6,57.2966,13.5219,7.4702,7.2067,0.2178,2.5042,2.722,0,0.9064,8.0823,0,0,0,0,0.0293,0,0,0,0,0,0,0.0829,0,0,2.6114,0,0,0.0703,0,0,0
12797,Matt's Shino,Shino,Glossy - Semi,Opaque,6,6,56.3271,6.5272,5.1194,6.3709,1.5958,2.3846,3.9804,0,5.1938,8.9405,0,0,0,0,0.0386,0,0,0,0,0,0,1.2204,0,0,0,0,0,0.171,0,3.7257,2.385
12798,Turquoise Matte,Turquoise,Matte,Opaque,4,7,61.9322,11.9409,0,3.1646,2.2557,7.2253,9.481,0,0.2908,0.6343,10.3195,0,0,0,0,0,0,0,0,0,0,0.1221,0,0,2.0547,0,0,0.0599,0,0,0
12799,Matt's Iron Red,Red,Glossy - Semi,Semi-opaque,6,6,55.1354,5.8392,3.8315,0,4.8209,0.6454,5.4663,0,9.1677,12.5822,0,0,0,0,1.9935,0,0,0,0,0,0,5.9591,0,0,0,0,0,0.0251,0,0,0
12802,Currie Blue,Blue,Satin - Matte,Opaque,5,7,55.5791,11.2423,2.4453,2.0105,2.3566,8.8722,11.2288,0,0.1927,3.2706,11.4887,0,0,0,0,0,0,0,0,0,0,0.0622,0.093,0,2.387,0,0,0,0,0,0
12806,"45.3,7.0,4 high titanium kaolin",Ash,Satin - Matte,Transparent,7,8,72.5376,6.9729,0,0,1.8468,0.716,2.5629,0,0,15.6691,0,0,0,0,0.3126,0,0,0,0,0,0,0.5225,0,0,0,0,0,1.4224,0,0,0
12811,Campana Clear,Clear,Glossy,Transparent,5,6,61.5068,6.7441,4.5668,1.9333,0.048,2.2978,2.3458,0,0.0336,16.2755,0,0,6.4451,0,0.024,0,0,0,0,0,0,0.0625,0,0,0,0,0,0.0625,0,0,0
12837,Floating Blue,Glaze,Glossy - Semi,Semi-opaque,5,6,62.5738,8.9226,6.8962,0,1.6366,6.1874,7.8241,0,2.2471,6.6242,0,0,0,0,0.0191,0,0,0,0,0,0.4816,0.8231,0.5579,0,0,0,0,3.0305,0,0,0
12938,HTBx1,Clear,Glossy,Transparent,6,10,54.0926,3.26,9.9019,0,2.6658,0,2.6658,0,4.1866,10.6545,0,0,15.2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12940,LTB 1- ekwc,Clear,,,3,3,61.8461,9.1189,12.3555,0,1.1483,3.0417,4.19,0,0.2509,11.915,0,0,0,0,0,0,0,0,0,0,0,0.1169,0,0,0,0,0,0.2066,0,0,0
12941,LOB 1-ekwc,Clear,,,3,3,68.9726,7.1078,8.6042,5.028,0.0579,0,0.0579,0,0.0579,7.8484,0,0,2.3231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12942,LOM 1 ekwc,Clear,,,3,3,65.6434,9.696,0,4.5833,1.64,5.0608,6.7007,0,0.1528,9.7093,0,0,3.3042,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0.1262,0,0,0
12943,HTB1V,Clear,Glossy,Transparent,6,10,60.3684,7.0345,7.5422,0,3.8217,0,3.8217,0,3.8545,8.781,0,0,8.5978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12944,HOS  1 ekwc,Clear,Glossy - Semi,,8,10,72.4774,9.0541,0,0,0.9093,2.9435,3.8527,0,0.0463,14.558,0,0,0,0,0,0,0,0,0,0,0,0.0116,0,0,0,0,0,0,0,0,0
12949,HTM 1 ekwc,Clear,,,6,7,64.9363,13.6089,0,0,2.0535,6.6475,8.7009,0,0.1045,9.9513,0,0,2.6718,0,0,0,0,0,0,0,0,0.0261,0,0,0,0,0,0,0,0,0
12952,Charcoal Matte Black,Glaze,Matte - Smooth,Opaque,6,6,65.9376,9.0134,0,0,1.4221,2.4035,3.8256,0,0.0324,10.5651,0,0,6.893,0,0.0231,0,0,0,0,0,0,2.8824,0.7665,0,0,0,0,0.0609,0,0,0
12953,Val's Ice Cream Matte (VC D) / LA Matte (toms uk variation),"White, Off-White",Matte - Smooth,Opaque,6,6,59.942,10.9478,0,0,1.4097,5.2125,6.6222,0,0.0553,14.1365,0,0,8.2124,0,0,0,0,0,0,0,0,0.0558,0,0,0,0,0,0.0279,0,0,0
12970,Pierre Bounaud's cover,Glaze,Glossy - Semi,Semi-opaque,6,9,61.3373,3.5556,0.8991,0,1.236,6.7359,7.9719,0,4.1324,19.8472,0,0,0,0,2.2212,0,0,0,0,0,0,0.0352,0,0,0,0,0,0,0,0,0
12974,Nu Clear,Clear,Glossy,Transparent,6,6,64.8765,7.7584,6.0198,0,0.4458,2.1619,2.6078,0,2.0438,15.9198,0,0,0,0,0.027,0,0,0,0,0,0,0.0726,0,0,0,0,0,0.0703,0,0.6039,0
12978,Oil Spot Base,Glaze,,Opaque,6,6,69.1664,9.0197,0,0,5.8453,0.0662,5.9115,0,0.0677,11.8456,0,0,0,0,0,0,0,0,0,0,0,3.9891,0,0,0,0,0,0,0,0,0
12994,Splotchy Lavender Cone 10,Glaze,,,9,10,60.6642,13.0676,1.7298,0,3.9631,2.7045,6.6676,0,0.0372,12.5208,0,0.7548,3.662,0,0,0,0,0,0,0,0,0.0397,0,0,0.3618,0,0,0,0,0,0.4944
12996,Crack white,"White, Off-White",Matte,Semi-opaque,5 &#189;,7,70.4864,11.6784,0,0,7.7213,3.3232,11.0445,0,0,4.341,2.4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12997,Toms Not Beads,"White, Off-White",Glossy,Opaque,6,6,57.4584,12.4812,0,0,2.1212,6.0283,8.1495,0,13.9816,6.129,0,0,1.6987,0,0,0,0,0,0,0,0,0.0756,0,0,0,0,0,0.026,0,0,0
13003,Ignimbrite P oil spot (recipe),Iron - Oil Spot,Satin,Opaque,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13011,Test Blue,Glaze,Glossy,Opaque,9,10,65.2599,11.1831,0,0,3.8123,1.7935,5.6059,0,0.1069,15.3917,0,0,0,0,0.0251,0,0,0,0,0,0,0.119,2.2433,0,0,0,0,0.0652,0,0,0
13012,Korean Blue Celadon,Iron - Celadon - Blue,Glossy,Translucent,9,10,68.7699,6.5151,0,0,3.9649,1.8233,5.7882,0,1.811,16.4129,0,0,0,0,0.5138,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0
13035,Vickery OS base (toms uk version),Iron - Tenmoku,Glossy,Opaque,6,7,66.4464,8.8685,0,0,4.0689,1.7412,5.8101,0,1.2228,13.4904,0,0,0,0,0,0,0,0,0,0,0,4.1431,0,0,0,0,0,0.0189,0,0,0
13107,Pinnel Celadon,Iron - Celadon - Blue,Glossy,Translucent,10,10,72.8735,8.0991,0,0,2.169,0.8812,3.0503,0,0.1054,14.3169,0,0.6968,0,0,0,0,0,0,0,0,0,0.3726,0,0,0,0,0,0.0051,0,0,0.4804
13113,VC Lung Chuan,Iron - Celadon - Green,Glossy,Translucent,10,10,70.7159,6.5878,0,0,3.3946,1.5307,4.9253,0,0.8042,15.346,0,0,0,0,0.4251,0,0,0,0.1421,0,0,0.9694,0,0,0,0,0,0.0843,0,0,0
13114,Seafoam Chun,Iron - Celadon - Chun,Glossy,Translucent,9,10,71.6186,5.629,3.4604,0,3.4455,2.2156,5.6611,0,1.0161,9.8614,2.0214,0,0,0,0.1462,0,0,0.0467,0,0,0,0.5187,0,0,0,0,0,0.0204,0,0,0
13115,Wood Ash #2018-01,Glaze,,,6,6,61.1513,8.1855,5.2191,0,2.9179,2.7132,5.6311,0,3.9733,14.6705,0,0,0,0,0.4804,0,0,0,0.4854,0,0,0.1219,0,0,0,0,0,0.0816,0,0,0
13118,Toms crack bubble white,"White, Off-White",Glossy - Semi,Opaque,6,8,68.3852,12.9061,0.3738,0,6.6475,5.5385,12.186,0,2.343,2.5613,1.2042,0,0,0,0,0,0,0,0,0,0,0.0403,0,0,0,0,0,0,0,0,0
13119,Toms turquoise matte,Blue - Strontium,Satin - Matte,Opaque,6,7,55.9873,11.4303,1.2415,0,2.7516,5.6905,8.442,0,0.4084,2.2503,14.625,0,0,0,0,0,0,0,0,0,0,0.0796,0,0,2.9513,0,0,2.5843,0,0,0
13122,Plum Sauce,Iron - Tenmoku,Glossy,Semi-opaque,9,10,67.6796,6.4992,0.989,0,2.794,1.4941,4.2881,0,0.3623,11.7073,0,1.8836,0,0,0.0018,0,0,0,0,2.4331,0,4.044,0,0,0,0,0,0.1119,0,0,0
13132,White #19,Specialty - Gloop,Glossy - Semi,Opaque,10,11,84.927,9.2629,0,0,3.7399,1.6998,5.4397,0,0.0241,0.2177,0,0,0,0,0.0172,0,0,0,0,0,0,0.0666,0,0,0,0,0,0.0448,0,0,0
13137,Toms Nutmeg 'shino' 2,Shino,Satin,Opaque,6,7,56.0091,11.2136,1.3572,4.132,1.0148,4.4692,5.484,0,8.7721,9.9685,0.0168,0,0,0,0,0,0,0,0,0,0,0.4775,0,0,0,0,0,0.0097,0,0,2.5596
13149,Rust Black Fat,Iron - Tenmoku,,,8,10,73.0492,7.8098,0,0,4.1261,1.8791,6.0052,0,0.0095,6.6914,0,0,0,0,0.0068,0,0,0,0,0,0,6.4106,0,0,0,0,0,0.0176,0,0,0
13158,Peach Black (Tenmoku),Iron - Tenmoku,,,8,10,69.0811,8.1317,0,0,3.562,1.62,5.182,0,0.0181,11.591,0,0,1.8488,0,0.0129,0,0,0,0,0,0,4.101,0,0,0,0,0,0.0335,0,0,0
13160,Tomato Iron Red,"Iron - Kaki, Tomato Red",,,9,11,62.9788,6.8434,0,0,3.3671,1.5327,4.8998,0,4.7484,13.6664,0,0,0,0,2.2983,0,0,0,0,0,0,4.5444,0,0,0,0,0,0.0205,0,0,0
13161,Coleman Tea Dust Black (Original),Iron - Tea Dust,,,8,10,69.6716,7.0223,0,0,3.1332,1.3712,4.5044,0,4.0195,10.9193,0,0,0,0,0,0,0,0,0,0,0,3.7423,0,0,0,0,0,0.1206,0,0,0
13162,DragonFly,Glaze,,,6,4,35.584,1.9843,29.8594,0,0.0198,5.057,5.0769,0,0.0139,24.1329,0,0,0,0,0.0099,0,0,0,0,0,0,0.0258,0,0,3.2872,0,0,0.0258,0,0,0
13163,Reynold's Rap,Glaze,,,8,4,42.0411,3.2767,18.6452,0,1.2349,3.5954,4.8303,0,4.251,16.829,0,2.3365,0,0,0.034,0,0,0,0,0,0,0.159,0,0,7.4671,0,0,0.13,0,0,0
13177,Toms Burnt Nutmeg,Iron,Satin - Matte,Opaque,6,8,56.9011,11.5974,3.1818,4.848,0.8295,3.5382,4.3677,0,7.2568,8.6372,0.0393,0,0,0,0,0,0,0,0,0,0,1.1123,0,0,0,0,0,0.0181,0,0,2.0403
13178,Burnt Nutmeg 64,Iron,Matte,Opaque,6,8,57.3377,11.682,3.3931,4.9853,0.8074,3.4329,4.2402,0,7.0981,8.4616,0.0419,0,0,0,0,0,0,0,0,0,0,0.7756,0,0,0,0,0,0.019,0,0,1.9655
13185,"Ruby (C.M. Sept. '17, p. 65)",Red,Glossy,Translucent,6,6,60.3421,5.7408,5.8794,0,0.6628,2.8347,3.4975,0,1.3755,20.0071,0,0,0,0,0.0254,0,0,0.0957,0,0,0,0.0836,0,0,0,0,0,0.0572,0,0,2.8956
13186,Emerald,Green - Chrome,Glossy,Transparent,6,6,62.2028,5.9179,6.0607,0,0.6833,2.9221,3.6053,0,1.4179,20.624,0,0,0,0,0.0262,0,0,0,0,0,0,0.0862,0,0,0,0,0,0.059,0,0,0
13187,Gold Beryl,Yellow - Iron,Glossy,Transparent,6,6,61.6528,5.8655,6.0071,0,0.6772,2.8962,3.5735,0,1.4054,20.4417,0,0,0,0,0.0259,0,0,0,0,0,0,0.9696,0,0,0,0,0,0.0585,0,0,0
13214,GA23 Base,Clear,Satin - Matte,Translucent,5,6,55.7141,10.5586,2.9701,6.2713,1.5812,5.4104,6.9917,0,0.7707,10.8051,0,0,0,0,0.0224,0,0,0,0,0,0,0.0828,0,0,0,0,0,5.8132,0,0,0
13231,Gumpler Yellow,Yellow - Iron,Matte,Opaque,,,54.7943,6.3676,3.955,3.1963,0.1269,2.1116,2.2385,0,6.6294,10.8483,0,0,0,0,0,0,0,0,0,0,0,0.3241,0,0,0,0,0,11.6466,0,0,0
13245,Toms Burnt Nutmeg (40/60 variation),Iron,Satin - Matte,Opaque,6,8,56.6994,11.5091,2.7467,4.6781,0.8739,3.7604,4.6342,0,7.6186,8.9545,0.0339,0,0,0,0,0,0,0,0,0,0,0.9423,0,0,0,0,0,0.0161,0,0,2.1671
13246,Toms Nutmeg 'Shino' 3,Shino,Satin,Opaque,6,7,56.7389,12.8341,1.2402,3.7792,1.1077,4.0988,5.2065,0,8.0578,9.1287,0.0153,0,0,0,0,0,0,0,0,0,0,1.1015,0,0,0,0,0,0.0265,0,0,1.8712
16158,Frosty Matte Cone 6,Turquoise,Matte,Translucent,5,6,60.7195,13.4687,0,5.5172,2.3955,7.6851,10.0807,0,0.1373,0.627,0,9.0183,0,0,0.0119,0,0,0,0,0,0,0.061,0,0,0.3275,0,0,0.0308,0,0,0
16159,R1015 Cone 6 Matte,Clear,Matte - Semi,Translucent,5,6,60.9634,9.4263,3.2075,0,1.2373,5.4969,6.7342,0,0.0878,13.4185,0,6.0289,0,0,0.0191,0,0,0,0,0,0,0.0649,0,0,0,0,0,0.0496,0,0,0
16160,Matte White R-1000 (Copy),Matte,Matte,Semi-opaque,6,6,60.8674,9.6565,2.9899,0,1.501,5.1695,6.6705,0,0.7675,13.0443,0,5.8626,0,0,0.0197,0,0,0,0,0,0,0.0748,0,0,0,0,0,0.0467,0,0,0
16161,DAN's fluxing clay-Barium Matt,Clear,,Semi-opaque,5,6,57.5472,12.2892,1.2435,4.4044,1.6579,5.3901,7.0479,0,10.7318,1.5681,0,4.9847,0,0,0.0262,0,0,0,0,0,0,0.0907,0,0,0,0,0,0.0663,0,0,0
16226,Leather Black,Black - Slip-Based,Glossy - Semi,Opaque,3,5,61.4901,6.4508,2.9,8.2479,0.9599,0.7901,1.75,0,5.2069,6.5252,0,0,0,0,0.0053,0,0,0.2478,2.1559,0,0,4.1233,0,0.5043,0,0,0,0.3924,0,0,0
16277,Green Mint Satin Sam Chung,Green - Copper,Satin - Matte,Opaque,10,10,56.305,13.2695,0,0,2.2728,5.7451,8.0178,0,0.1048,12.2394,0,2.8032,6.7999,0,0.0206,0,0,0,0,0,0,0.0708,0,0,0.3154,0,0,0.0535,0,0,0
16304,Pinnell Strontium Matte,Glaze,Matte - Smooth,Opaque,,,65.544,12.4031,0,1.0461,2.3221,7.3282,9.6502,0,0.171,0.6156,10.3963,0,0,0,0,0,0,0,0,0,0,0.0776,0,0,0,0,0,0.096,0,0,0
